epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,3138.07,1.02142,1.25801,0.66378,1.12637,1,0.99949,0.995,0.81147,0.99606,0.99555,0.995,0.82955,0.7549,0.94472,0.45528,1.07418,0.0016436,0.0016436,0.0016436
38,3220.98,0.99688,1.21966,0.61289,1.11811,0.9994,0.99606,0.995,0.80712,0.9994,0.99606,0.995,0.8199,0.75247,0.92828,0.46622,1.05644,0.0016337,0.0016337,0.0016337
39,3281.15,0.99815,1.24132,0.61522,1.12875,0.99959,1,0.995,0.82458,0.99959,1,0.995,0.83319,0.73162,0.90454,0.43443,1.04723,0.0016238,0.0016238,0.0016238
40,3350.63,1.00088,1.26708,0.6116,1.13045,0.99932,1,0.995,0.82372,0.99932,1,0.995,0.82896,0.7188,0.89458,0.45216,1.04175,0.0016139,0.0016139,0.0016139
41,3418.93,1.01167,1.23675,0.59871,1.13038,1,0.99822,0.995,0.82285,1,0.99822,0.995,0.83757,0.744,0.88319,0.44415,1.05165,0.001604,0.001604,0.001604
42,3477.87,0.98025,1.2257,0.59515,1.09464,0.99605,0.99276,0.995,0.82594,0.99605,0.99276,0.995,0.83117,0.72919,0.91805,0.44729,1.046,0.0015941,0.0015941,0.0015941
43,3534.71,1.00588,1.22183,0.60749,1.10629,0.9996,0.99606,0.995,0.82533,0.9996,0.99606,0.995,0.83771,0.72244,0.88625,0.45318,1.04791,0.0015842,0.0015842,0.0015842
44,3592.03,0.9666,1.1835,0.57657,1.09863,0.99982,0.99606,0.995,0.82486,0.99982,0.99606,0.995,0.8241,0.71311,0.87088,0.44905,1.03363,0.0015743,0.0015743,0.0015743
45,3651.15,0.95615,1.14913,0.56679,1.08722,0.99883,1,0.995,0.83677,0.99883,1,0.995,0.83796,0.6697,0.85168,0.41847,1.02003,0.0015644,0.0015644,0.0015644
46,3714.27,0.98474,1.17455,0.57734,1.09889,1,0.99526,0.995,0.81382,1,0.99526,0.995,0.82916,0.73588,0.8739,0.42481,1.04021,0.0015545,0.0015545,0.0015545
47,3769.96,0.96244,1.18157,0.56032,1.10156,1,0.99978,0.995,0.83393,1,0.99978,0.995,0.84749,0.67951,0.84123,0.41168,1.01645,0.0015446,0.0015446,0.0015446
48,3826.57,0.93252,1.11997,0.55019,1.09831,0.9996,1,0.995,0.82065,0.9996,1,0.995,0.82458,0.74291,0.9053,0.43994,1.06227,0.0015347,0.0015347,0.0015347
49,3876.68,0.9353,1.14001,0.55614,1.08305,0.99934,1,0.995,0.84077,0.99934,1,0.995,0.84418,0.67953,0.81699,0.41476,1.01684,0.0015248,0.0015248,0.0015248
50,3927.71,0.96693,1.17094,0.56062,1.09132,0.99608,0.99992,0.995,0.82982,0.99608,0.99992,0.995,0.84057,0.71277,0.87425,0.43961,1.03923,0.0015149,0.0015149,0.0015149
51,3979.46,0.92344,1.11538,0.55033,1.0776,0.9997,0.99606,0.995,0.83252,0.9997,0.99606,0.995,0.8407,0.70655,0.84705,0.42284,1.03222,0.001505,0.001505,0.001505
52,4031.55,0.93145,1.09443,0.5364,1.07336,0.9999,0.99606,0.995,0.82956,0.9999,0.99606,0.995,0.8449,0.71255,0.84069,0.41531,1.03148,0.0014951,0.0014951,0.0014951
53,4082.28,0.99153,1.11936,0.5804,1.09513,0.99943,1,0.995,0.82481,0.99943,1,0.995,0.84305,0.73276,0.82672,0.4276,1.03769,0.0014852,0.0014852,0.0014852
54,4132.79,0.92066,1.11684,0.54441,1.07244,0.99492,0.99213,0.99496,0.84423,0.99887,0.99606,0.995,0.8283,0.67811,0.89372,0.42358,1.02147,0.0014753,0.0014753,0.0014753
55,4182.59,0.91092,1.09651,0.52731,1.05634,0.99843,0.99606,0.995,0.8475,0.99843,0.99606,0.995,0.84707,0.65458,0.82324,0.40096,1.00591,0.0014654,0.0014654,0.0014654
56,4232.94,0.93388,1.13476,0.5373,1.07044,0.99964,0.99606,0.995,0.8421,0.99964,0.99606,0.995,0.84693,0.66844,0.80339,0.3967,1.00746,0.0014555,0.0014555,0.0014555
57,4283.66,0.91263,1.06576,0.52209,1.06202,0.98449,0.99986,0.99488,0.83874,0.98449,0.99986,0.99488,0.83763,0.66545,0.84919,0.4161,1.01003,0.0014456,0.0014456,0.0014456
58,4337.16,0.87657,1.07202,0.51516,1.05823,0.99956,0.99606,0.995,0.84852,0.99956,0.99606,0.995,0.85546,0.67031,0.81771,0.38353,1.01061,0.0014357,0.0014357,0.0014357
59,4398.61,0.90729,1.09806,0.52485,1.05647,0.99941,1,0.995,0.84424,0.99941,1,0.995,0.85532,0.66007,0.8056,0.39295,1.00917,0.0014258,0.0014258,0.0014258
60,4458.52,0.90686,1.127,0.51447,1.05721,0.9958,1,0.995,0.84975,0.9958,1,0.995,0.8522,0.67183,0.79796,0.41732,1.01234,0.0014159,0.0014159,0.0014159
61,4514.78,0.91764,1.10419,0.52695,1.06208,0.99936,0.99606,0.995,0.85644,0.99936,0.99606,0.995,0.85234,0.63526,0.79382,0.3989,0.99848,0.001406,0.001406,0.001406
62,4570.63,0.91413,1.11867,0.51355,1.0637,0.99957,1,0.995,0.85641,0.99957,1,0.995,0.85948,0.66138,0.81441,0.3913,1.00233,0.0013961,0.0013961,0.0013961
63,4629.45,0.87485,1.07573,0.50118,1.04315,0.99582,1,0.995,0.83613,0.99582,1,0.995,0.84559,0.68154,0.78927,0.41127,1.01507,0.0013862,0.0013862,0.0013862
64,4688.19,0.88509,1.04564,0.51159,1.05121,0.99562,1,0.995,0.8588,0.99562,1,0.995,0.84538,0.6364,0.82011,0.38443,0.99477,0.0013763,0.0013763,0.0013763
65,4748.6,0.88367,1.066,0.50413,1.04434,0.99514,1,0.995,0.84418,0.99514,1,0.995,0.84727,0.6814,0.79198,0.39097,1.01506,0.0013664,0.0013664,0.0013664
66,4806.36,0.86934,1.05752,0.50124,1.04617,0.99582,1,0.995,0.85113,0.99582,1,0.995,0.83859,0.67532,0.87896,0.38681,1.01179,0.0013565,0.0013565,0.0013565
67,4869.75,0.85776,1.04343,0.49197,1.03284,0.99571,0.99606,0.99496,0.84895,0.99959,0.99606,0.995,0.85261,0.61065,0.77522,0.37978,0.98334,0.0013466,0.0013466,0.0013466
68,4948.5,0.86497,1.04762,0.49888,1.04792,1,0.99474,0.995,0.85137,1,0.99474,0.995,0.85659,0.63581,0.78189,0.40987,0.9888,0.0013367,0.0013367,0.0013367
69,5033.84,0.86974,1.03458,0.50487,1.04713,0.9953,1,0.995,0.84965,0.9953,1,0.995,0.84921,0.65238,0.79458,0.49955,0.99479,0.0013268,0.0013268,0.0013268
70,5108.4,0.87092,1.04364,0.50263,1.04823,0.99882,0.99213,0.995,0.85165,0.99882,0.99213,0.995,0.85495,0.63784,0.80966,0.41332,0.99952,0.0013169,0.0013169,0.0013169
71,5180.15,0.87501,1.06029,0.49884,1.04805,0.99558,0.99606,0.99488,0.8439,0.99558,0.99606,0.99488,0.85434,0.64109,0.81452,0.36939,0.99985,0.001307,0.001307,0.001307
72,5250,0.85907,1.03813,0.48952,1.04034,0.99943,1,0.995,0.85551,0.99943,1,0.995,0.85603,0.63108,0.76761,0.37131,0.9894,0.0012971,0.0012971,0.0012971
73,5316.66,0.86135,1.021,0.49546,1.03649,0.9996,0.99606,0.995,0.84667,0.9996,0.99606,0.995,0.85245,0.63927,0.78504,0.37957,0.99632,0.0012872,0.0012872,0.0012872
74,5392.91,0.86317,1.04601,0.49087,1.03786,0.99942,1,0.995,0.8478,0.99942,1,0.995,0.85037,0.63727,0.77334,0.38529,0.99396,0.0012773,0.0012773,0.0012773
75,5466.14,0.85872,1.02944,0.48545,1.03635,0.99915,1,0.995,0.85584,0.99915,1,0.995,0.85728,0.60792,0.76432,0.3669,0.98412,0.0012674,0.0012674,0.0012674
76,5525.24,0.83867,1.02839,0.47699,1.03431,0.99191,1,0.995,0.84799,0.99191,1,0.995,0.8441,0.67347,0.81021,0.36904,1.01308,0.0012575,0.0012575,0.0012575
77,5602.37,0.83873,1.02036,0.48336,1.02991,0.99923,0.99606,0.995,0.85686,0.99923,0.99606,0.995,0.85847,0.60678,0.75523,0.37148,0.97699,0.0012476,0.0012476,0.0012476
78,5683.7,0.84107,1.01662,0.47427,1.03267,0.99968,0.99606,0.995,0.85746,0.99968,0.99606,0.995,0.85704,0.63472,0.7708,0.36773,0.98934,0.0012377,0.0012377,0.0012377
79,5746.7,0.83093,0.98134,0.47158,1.02661,0.99939,0.99606,0.995,0.85805,0.99939,0.99606,0.995,0.8587,0.60941,0.75305,0.35161,0.97407,0.0012278,0.0012278,0.0012278
80,5805.59,0.83525,1.0132,0.4738,1.03089,0.99566,1,0.995,0.86048,0.99582,1,0.995,0.86523,0.62322,0.74253,0.37421,0.987,0.0012179,0.0012179,0.0012179
81,5865.88,0.82697,1.0231,0.48113,1.01735,0.9955,0.99606,0.99496,0.85694,0.9955,0.99606,0.99496,0.84855,0.62409,0.77817,0.40272,0.99219,0.001208,0.001208,0.001208
82,5916.29,0.83298,0.98504,0.46787,1.02545,0.99574,0.99213,0.99496,0.85775,0.9997,0.99606,0.995,0.863,0.60963,0.74842,0.35093,0.98297,0.0011981,0.0011981,0.0011981
83,5969.43,0.8352,1.01015,0.47456,1.02533,0.99574,0.99606,0.995,0.82745,0.99864,0.99606,0.995,0.85668,0.69559,0.78158,0.43145,1.01586,0.0011882,0.0011882,0.0011882
84,6019.79,0.82462,0.96698,0.45355,1.01791,0.99968,1,0.995,0.87017,0.99968,1,0.995,0.86231,0.59775,0.7597,0.35469,0.97629,0.0011783,0.0011783,0.0011783
85,6071.43,0.82603,0.99576,0.4664,1.01583,0.9989,1,0.995,0.86555,0.9989,1,0.995,0.86936,0.63932,0.78601,0.35919,0.99034,0.0011684,0.0011684,0.0011684
86,6121.63,0.81615,0.98112,0.45421,1.01735,0.99404,0.99213,0.995,0.86012,0.99608,0.99935,0.995,0.86726,0.60378,0.73526,0.35031,0.97796,0.0011585,0.0011585,0.0011585
87,6171.8,0.8188,0.97582,0.4611,1.0176,0.99412,1,0.99496,0.8619,0.99412,1,0.99496,0.86588,0.60736,0.73632,0.34278,0.98309,0.0011486,0.0011486,0.0011486
88,6222.37,0.82334,1.00278,0.46492,1.01683,1,0.99208,0.995,0.85308,0.99959,0.99606,0.995,0.86303,0.64197,0.76234,0.35899,0.98991,0.0011387,0.0011387,0.0011387
89,6273.11,0.83493,0.9851,0.46397,1.01979,0.99561,1,0.995,0.86754,0.99691,1,0.995,0.8617,0.59079,0.74022,0.38142,0.97563,0.0011288,0.0011288,0.0011288
90,6323.93,0.8106,0.9344,0.45392,1.01908,0.99559,1,0.995,0.86488,0.99559,1,0.995,0.86667,0.5937,0.73455,0.34564,0.97711,0.0011189,0.0011189,0.0011189
91,6375.75,0.81197,0.96154,0.44974,1.01229,0.99177,1,0.995,0.86478,0.99762,1,0.995,0.86728,0.60373,0.72343,0.34033,0.97589,0.001109,0.001109,0.001109
92,6426.07,0.79515,0.98573,0.45533,1.01051,0.99929,1,0.995,0.86602,0.99929,1,0.995,0.87216,0.58059,0.72627,0.34524,0.96647,0.0010991,0.0010991,0.0010991
93,6476.79,0.81072,0.97413,0.44737,1.01358,0.99549,1,0.995,0.86635,0.99651,1,0.995,0.86585,0.5835,0.72863,0.36146,0.96787,0.0010892,0.0010892,0.0010892
94,6527.2,0.81056,0.96697,0.45372,1.00154,0.99606,0.99644,0.995,0.86942,0.99606,0.99644,0.995,0.8663,0.588,0.73565,0.33801,0.97546,0.0010793,0.0010793,0.0010793
95,6577.45,0.80799,0.98132,0.45378,1.02278,0.99848,1,0.995,0.87165,0.99848,1,0.995,0.86546,0.59335,0.7326,0.32967,0.96968,0.0010694,0.0010694,0.0010694
96,6627.9,0.8035,0.98383,0.44938,1.01195,1,0.99987,0.995,0.86817,1,0.99987,0.995,0.8652,0.60405,0.73008,0.35874,0.97673,0.0010595,0.0010595,0.0010595
97,6677.96,0.79711,0.92897,0.44373,1.01769,0.9959,1,0.995,0.8767,0.9959,1,0.995,0.86532,0.58528,0.72003,0.33123,0.97038,0.0010496,0.0010496,0.0010496
98,6728.23,0.80842,0.94705,0.4469,1.01217,0.99691,1,0.995,0.87128,0.99691,1,0.995,0.86763,0.59648,0.73088,0.33545,0.9745,0.0010397,0.0010397,0.0010397
99,6779.31,0.79038,0.95295,0.43635,1.0047,0.99807,1,0.995,0.87053,0.99807,1,0.995,0.87205,0.58635,0.72726,0.33073,0.97324,0.0010298,0.0010298,0.0010298
100,6831.14,0.80138,0.95139,0.44692,1.01134,0.99608,0.99992,0.995,0.86955,0.99608,0.99992,0.995,0.86395,0.59539,0.75389,0.3385,0.97356,0.0010199,0.0010199,0.0010199
101,6881.52,0.80507,0.92916,0.4433,1.00994,0.99581,1,0.995,0.86709,0.99581,1,0.995,0.86369,0.5934,0.73636,0.33485,0.9697,0.00101,0.00101,0.00101
102,6932.34,0.79269,0.92735,0.43373,1.00202,0.99828,0.99606,0.995,0.8717,0.99828,0.99606,0.995,0.86512,0.57617,0.73804,0.33667,0.96971,0.0010001,0.0010001,0.0010001
103,6982.18,0.78036,0.93357,0.43378,1.0012,0.99551,1,0.995,0.87098,0.99551,1,0.995,0.87035,0.57286,0.71661,0.34903,0.9617,0.0009902,0.0009902,0.0009902
104,7032.23,0.7846,0.93969,0.42355,0.99294,0.99919,1,0.995,0.87928,0.99919,1,0.995,0.87361,0.5608,0.71175,0.32623,0.959,0.0009803,0.0009803,0.0009803
105,7084.08,0.77354,0.9514,0.42679,1.00057,0.99548,1,0.995,0.87668,0.99548,1,0.995,0.87309,0.56627,0.73008,0.32533,0.9644,0.0009704,0.0009704,0.0009704
106,7134.87,0.78982,0.93551,0.43994,1.00575,0.99925,1,0.995,0.8716,0.99925,1,0.995,0.86841,0.59209,0.72808,0.331,0.97032,0.0009605,0.0009605,0.0009605
107,7185.68,0.7786,0.96007,0.43082,1.00278,1,0.99919,0.995,0.86625,1,0.99919,0.995,0.87274,0.58879,0.71181,0.3324,0.96728,0.0009506,0.0009506,0.0009506
108,7236.43,0.77384,0.97281,0.4359,0.99358,0.99912,1,0.995,0.86908,0.99912,1,0.995,0.88044,0.59135,0.71177,0.33049,0.96356,0.0009407,0.0009407,0.0009407
109,7286.78,0.78933,0.9548,0.43913,1.00847,0.99815,0.99606,0.995,0.87065,0.99815,0.99606,0.995,0.86916,0.5736,0.71743,0.31537,0.95764,0.0009308,0.0009308,0.0009308
110,7336.62,0.76616,0.89706,0.41819,0.99897,0.99929,1,0.995,0.87509,0.99929,1,0.995,0.87371,0.57331,0.7191,0.31924,0.96062,0.0009209,0.0009209,0.0009209
111,7387.79,0.76857,0.92449,0.43777,1.00148,1,0.99883,0.995,0.86852,1,0.99883,0.995,0.86567,0.58093,0.71703,0.32511,0.96283,0.000911,0.000911,0.000911
112,7437.69,0.7801,0.92618,0.42887,0.99984,0.99968,1,0.995,0.87301,0.99968,1,0.995,0.87398,0.59004,0.73029,0.32667,0.97404,0.0009011,0.0009011,0.0009011
113,7488.8,0.79337,0.93623,0.43583,1.01098,0.99878,1,0.995,0.87903,0.99878,1,0.995,0.8791,0.57108,0.70098,0.32206,0.9601,0.0008912,0.0008912,0.0008912
114,7539.58,0.80942,0.97316,0.44236,1.00377,0.99945,1,0.995,0.86124,0.99945,1,0.995,0.86728,0.59629,0.72778,0.32346,0.97356,0.0008813,0.0008813,0.0008813
115,7589.78,0.77571,0.94692,0.42384,1.0009,1,0.99986,0.995,0.87261,1,0.99986,0.995,0.87747,0.58389,0.72182,0.32169,0.96572,0.0008714,0.0008714,0.0008714
116,7639.86,0.74993,0.92343,0.41503,0.9962,0.99804,1,0.995,0.87671,0.99804,1,0.995,0.87258,0.56582,0.71926,0.31681,0.95918,0.0008615,0.0008615,0.0008615
117,7693.31,0.7515,0.90786,0.40916,0.98512,0.99914,1,0.995,0.88194,0.99914,1,0.995,0.86911,0.55205,0.70553,0.32161,0.95089,0.0008516,0.0008516,0.0008516
118,7743.26,0.74506,0.89858,0.41472,0.98855,0.996,1,0.995,0.87665,0.996,1,0.995,0.8757,0.57008,0.70597,0.32372,0.96074,0.0008417,0.0008417,0.0008417
119,7793.73,0.77693,0.91758,0.41875,0.98545,0.99538,1,0.995,0.87096,0.99538,1,0.995,0.86776,0.56735,0.71167,0.32466,0.95709,0.0008318,0.0008318,0.0008318
120,7844.39,0.75849,0.8892,0.42493,0.9958,0.99598,1,0.995,0.8725,0.99598,1,0.995,0.87684,0.57134,0.70727,0.32052,0.96434,0.0008219,0.0008219,0.0008219
121,7894.54,0.75584,0.90431,0.41867,0.99141,0.9994,1,0.995,0.88312,0.9994,1,0.995,0.8784,0.5637,0.70039,0.31275,0.95539,0.000812,0.000812,0.000812
122,7945.78,0.75191,0.91742,0.41226,0.99116,1,0.9985,0.995,0.87847,1,0.9985,0.995,0.87677,0.55783,0.69746,0.31864,0.95456,0.0008021,0.0008021,0.0008021
123,7997.02,0.75486,0.9266,0.42272,0.98517,0.99457,1,0.995,0.87672,0.99457,1,0.995,0.87304,0.56603,0.70833,0.32386,0.95425,0.0007922,0.0007922,0.0007922
124,8047.16,0.76006,0.92121,0.42341,0.9895,0.99907,1,0.995,0.86916,0.99907,1,0.995,0.871,0.58033,0.69676,0.32279,0.9657,0.0007823,0.0007823,0.0007823
125,8097.95,0.76904,0.91153,0.42409,0.99957,1,0.9983,0.995,0.87677,1,0.9983,0.995,0.87262,0.5583,0.70535,0.31907,0.95567,0.0007724,0.0007724,0.0007724
126,8148.54,0.75092,0.92724,0.42146,0.9905,0.99604,1,0.995,0.87632,0.99604,1,0.995,0.87343,0.57246,0.69958,0.31927,0.954,0.0007625,0.0007625,0.0007625
127,8199.97,0.73595,0.90144,0.409,0.98842,0.99603,1,0.995,0.88539,0.99603,1,0.995,0.88144,0.5575,0.69392,0.31273,0.95338,0.0007526,0.0007526,0.0007526
128,8250.17,0.73935,0.91204,0.407,0.98532,0.99933,1,0.995,0.88489,0.99933,1,0.995,0.88085,0.55603,0.69555,0.31401,0.9521,0.0007427,0.0007427,0.0007427
129,8300.51,0.78285,0.93917,0.42989,1.01302,0.99926,1,0.995,0.87974,0.99926,1,0.995,0.86611,0.56614,0.71265,0.3158,0.95331,0.0007328,0.0007328,0.0007328
130,8351.03,0.74959,0.91908,0.41344,0.98424,0.99933,1,0.995,0.87961,0.99933,1,0.995,0.87553,0.56818,0.69688,0.31716,0.95524,0.0007229,0.0007229,0.0007229
131,8401.15,0.75926,0.9071,0.41908,0.99418,1,0.99946,0.995,0.87703,1,0.99946,0.995,0.87573,0.5711,0.69829,0.31091,0.96386,0.000713,0.000713,0.000713
132,8451.46,0.74126,0.90028,0.40616,0.98263,0.99597,1,0.995,0.88099,0.99597,1,0.995,0.87201,0.57435,0.71144,0.318,0.96051,0.0007031,0.0007031,0.0007031
133,8502.02,0.72854,0.89526,0.39693,0.97931,0.99749,0.99606,0.995,0.88156,1,0.99858,0.995,0.87191,0.5506,0.70045,0.31034,0.95235,0.0006932,0.0006932,0.0006932
134,8552.33,0.7418,0.90559,0.41112,0.98469,0.99833,1,0.995,0.87522,0.99833,1,0.995,0.87018,0.56592,0.70631,0.32337,0.96172,0.0006833,0.0006833,0.0006833
135,8603.95,0.7426,0.89267,0.40882,0.98588,0.99191,1,0.995,0.88344,0.99782,1,0.995,0.87701,0.55403,0.69905,0.30567,0.95591,0.0006734,0.0006734,0.0006734
136,8654.13,0.73961,0.92216,0.40352,0.97655,0.99912,1,0.995,0.88347,0.99912,1,0.995,0.87768,0.55563,0.69565,0.309,0.94885,0.0006635,0.0006635,0.0006635
137,8706.55,0.744,0.89342,0.40921,0.97834,0.99776,1,0.995,0.8765,0.99776,1,0.995,0.87634,0.56618,0.69198,0.31412,0.95235,0.0006536,0.0006536,0.0006536
