epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,11115.2,0.66499,0.81821,0.38882,0.96918,0.99932,0.99749,0.995,0.90876,0.99932,0.99749,0.995,0.8662,0.49163,0.63594,0.2845,0.93673,0.0007427,0.0007427,0.0007427
129,11192.4,0.65629,0.81016,0.3906,0.96349,1,0.99984,0.995,0.91051,1,0.99984,0.995,0.8663,0.4776,0.63851,0.2807,0.93019,0.0007328,0.0007328,0.0007328
130,11268.6,0.64167,0.79205,0.38114,0.96573,0.99909,0.99749,0.995,0.91452,0.99909,0.99749,0.995,0.86668,0.47282,0.63592,0.28009,0.92566,0.0007229,0.0007229,0.0007229
131,11345.1,0.6438,0.81384,0.37839,0.96199,0.99979,0.99749,0.995,0.91404,0.99979,0.99749,0.995,0.8694,0.47099,0.63625,0.27814,0.92468,0.000713,0.000713,0.000713
132,11421.2,0.65054,0.79995,0.38326,0.96858,0.99951,0.99749,0.995,0.91048,0.99951,0.99749,0.995,0.8656,0.47097,0.62989,0.27935,0.92699,0.0007031,0.0007031,0.0007031
133,11498.2,0.639,0.80136,0.3853,0.95778,0.99689,0.99749,0.995,0.90613,0.99689,0.99749,0.995,0.8701,0.47692,0.63214,0.28546,0.93005,0.0006932,0.0006932,0.0006932
134,11575.7,0.631,0.79224,0.37857,0.95811,0.99968,0.99749,0.995,0.91253,0.99968,0.99749,0.995,0.86941,0.47217,0.6312,0.27645,0.92835,0.0006833,0.0006833,0.0006833
135,11653,0.62837,0.78506,0.37301,0.96179,0.99965,0.99749,0.995,0.91661,0.99965,0.99749,0.995,0.868,0.47415,0.62971,0.28238,0.9278,0.0006734,0.0006734,0.0006734
136,11729.6,0.64292,0.80906,0.38231,0.96078,0.99946,0.99749,0.995,0.91261,0.99946,0.99749,0.995,0.86785,0.47663,0.62865,0.27784,0.92687,0.0006635,0.0006635,0.0006635
137,11806.2,0.63083,0.8075,0.37492,0.95958,0.99961,0.99749,0.995,0.91544,0.99961,0.99749,0.995,0.87004,0.46661,0.62793,0.27875,0.92496,0.0006536,0.0006536,0.0006536
138,11883.3,0.64149,0.79184,0.38139,0.9638,0.99975,0.99749,0.995,0.90748,0.99975,0.99749,0.995,0.86945,0.47226,0.62399,0.27592,0.92698,0.0006437,0.0006437,0.0006437
139,11960.9,0.63624,0.77795,0.37548,0.95691,0.9997,0.99749,0.995,0.91198,0.9997,0.99749,0.995,0.87293,0.46777,0.62515,0.27493,0.92479,0.0006338,0.0006338,0.0006338
140,12038.3,0.64254,0.79989,0.38237,0.96312,0.99965,0.99749,0.995,0.91451,0.99965,0.99749,0.995,0.86984,0.46805,0.63547,0.27895,0.92294,0.0006239,0.0006239,0.0006239
141,12114.6,0.62031,0.77282,0.37192,0.95393,0.9975,0.99976,0.995,0.90887,0.9975,0.99976,0.995,0.86923,0.46992,0.62885,0.27591,0.9223,0.000614,0.000614,0.000614
142,12191.7,0.6316,0.79821,0.37946,0.96255,0.99966,0.99749,0.995,0.90981,0.99966,0.99749,0.995,0.86619,0.46923,0.62161,0.27158,0.92255,0.0006041,0.0006041,0.0006041
143,12268.5,0.62079,0.79474,0.37516,0.95572,0.99982,0.99749,0.995,0.9133,0.99982,0.99749,0.995,0.8691,0.46462,0.63546,0.27053,0.92327,0.0005942,0.0005942,0.0005942
144,12345.6,0.63626,0.79137,0.37587,0.96058,0.99899,0.99749,0.995,0.91454,0.99899,0.99749,0.995,0.86743,0.46064,0.62751,0.27062,0.92277,0.0005843,0.0005843,0.0005843
145,12422.4,0.63435,0.80282,0.38192,0.97153,0.99943,0.99749,0.995,0.90715,0.99943,0.99749,0.995,0.86388,0.47145,0.63241,0.2853,0.92964,0.0005744,0.0005744,0.0005744
146,12498.9,0.62556,0.79054,0.36975,0.95076,0.9998,0.99749,0.995,0.90808,0.9998,0.99749,0.995,0.86789,0.46587,0.62464,0.27362,0.92498,0.0005645,0.0005645,0.0005645
147,12575.2,0.63488,0.79562,0.37598,0.95713,0.99979,0.99749,0.995,0.91457,0.99979,0.99749,0.995,0.86623,0.46034,0.62737,0.27134,0.91941,0.0005546,0.0005546,0.0005546
148,12651.5,0.62088,0.78105,0.37035,0.95389,0.99964,0.99749,0.995,0.91752,0.99964,0.99749,0.995,0.86708,0.46055,0.62709,0.27219,0.92175,0.0005447,0.0005447,0.0005447
149,12727.6,0.61301,0.75938,0.36439,0.95599,0.99926,0.99749,0.995,0.9143,0.99926,0.99749,0.995,0.87302,0.46056,0.62181,0.27077,0.92225,0.0005348,0.0005348,0.0005348
150,12804.4,0.61727,0.78798,0.36927,0.95833,0.99977,0.99749,0.995,0.90956,0.99977,0.99749,0.995,0.86913,0.45648,0.62753,0.26686,0.92165,0.0005249,0.0005249,0.0005249
151,12880.5,0.62469,0.80006,0.37244,0.95531,0.99979,0.99749,0.995,0.91725,0.99979,0.99749,0.995,0.86992,0.45913,0.62723,0.26595,0.92099,0.000515,0.000515,0.000515
152,12957.6,0.62057,0.76768,0.36457,0.95215,0.99989,1,0.995,0.91471,0.99989,1,0.995,0.8658,0.46217,0.62089,0.27208,0.92108,0.0005051,0.0005051,0.0005051
153,13033.6,0.63597,0.79857,0.37458,0.96217,0.99984,1,0.995,0.91023,0.99984,1,0.995,0.86654,0.46244,0.62571,0.26945,0.92314,0.0004952,0.0004952,0.0004952
154,13110.1,0.61322,0.79198,0.36301,0.95656,0.99749,1,0.995,0.91562,0.99749,1,0.995,0.87184,0.4591,0.61932,0.26818,0.91941,0.0004853,0.0004853,0.0004853
155,13186.7,0.61822,0.77008,0.36566,0.95884,0.99971,0.99749,0.995,0.91335,0.99971,0.99749,0.995,0.86916,0.46196,0.61741,0.27294,0.92187,0.0004754,0.0004754,0.0004754
156,13262.8,0.62078,0.77168,0.37163,0.95646,0.99966,0.99749,0.995,0.91648,0.99966,0.99749,0.995,0.87115,0.45504,0.6237,0.26728,0.91926,0.0004655,0.0004655,0.0004655
157,13339,0.61125,0.78055,0.36478,0.9565,0.99976,0.99749,0.995,0.91449,0.99976,0.99749,0.995,0.86787,0.45656,0.62769,0.26295,0.91911,0.0004556,0.0004556,0.0004556
158,13415.6,0.61597,0.77164,0.36527,0.95392,0.99976,0.99749,0.995,0.90708,0.99976,0.99749,0.995,0.87232,0.46454,0.62123,0.27007,0.92176,0.0004457,0.0004457,0.0004457
159,13492.1,0.60549,0.76184,0.35985,0.94703,1,0.99998,0.995,0.91526,1,0.99998,0.995,0.86988,0.45916,0.61919,0.26468,0.92094,0.0004358,0.0004358,0.0004358
160,13568.4,0.61948,0.76945,0.36407,0.9567,0.99986,1,0.995,0.91877,0.99986,1,0.995,0.877,0.46022,0.61465,0.27111,0.91908,0.0004259,0.0004259,0.0004259
161,13644.9,0.60905,0.77409,0.35734,0.95072,0.99968,0.99749,0.995,0.92044,0.99968,0.99749,0.995,0.87572,0.45277,0.61969,0.2659,0.9178,0.000416,0.000416,0.000416
162,13721.4,0.61032,0.79174,0.35842,0.94871,0.99972,0.99749,0.995,0.9145,0.99972,0.99749,0.995,0.87158,0.4537,0.61962,0.26439,0.91892,0.0004061,0.0004061,0.0004061
163,13798.1,0.61608,0.77116,0.35788,0.95414,0.99977,0.99749,0.995,0.91993,0.99977,0.99749,0.995,0.87243,0.45876,0.62005,0.26295,0.92057,0.0003962,0.0003962,0.0003962
164,13874.6,0.61799,0.78619,0.36368,0.95659,1,0.99979,0.995,0.91956,1,0.99979,0.995,0.87488,0.45089,0.61956,0.26215,0.91692,0.0003863,0.0003863,0.0003863
165,13951,0.61794,0.7853,0.36526,0.94802,1,0.99997,0.995,0.91647,1,0.99997,0.995,0.87009,0.45653,0.6161,0.26083,0.91952,0.0003764,0.0003764,0.0003764
166,14027.2,0.60285,0.77853,0.36197,0.95419,0.99984,0.99749,0.995,0.92165,0.99984,0.99749,0.995,0.87524,0.45405,0.6213,0.26138,0.91921,0.0003665,0.0003665,0.0003665
167,14103.7,0.6049,0.77359,0.35692,0.94673,0.99998,1,0.995,0.91643,0.99998,1,0.995,0.87286,0.45446,0.61835,0.26228,0.9185,0.0003566,0.0003566,0.0003566
168,14179.7,0.61416,0.79204,0.36276,0.95581,0.9998,1,0.995,0.92128,0.9998,1,0.995,0.87609,0.45355,0.61689,0.26187,0.91865,0.0003467,0.0003467,0.0003467
169,14255.8,0.61919,0.78446,0.36243,0.94492,1,1,0.995,0.91853,1,1,0.995,0.87747,0.45621,0.61727,0.26369,0.91945,0.0003368,0.0003368,0.0003368
170,14332.2,0.6098,0.76754,0.35744,0.94582,0.9997,0.99749,0.995,0.91511,0.9997,0.99749,0.995,0.87839,0.45377,0.60897,0.26061,0.91762,0.0003269,0.0003269,0.0003269
171,14408.9,0.61812,0.77981,0.36124,0.94635,0.99941,0.99749,0.995,0.9197,0.99941,0.99749,0.995,0.87892,0.45349,0.61247,0.26374,0.91745,0.000317,0.000317,0.000317
172,14485.1,0.60723,0.77415,0.35357,0.95209,0.99976,0.99749,0.995,0.91853,0.99976,0.99749,0.995,0.87429,0.45676,0.61531,0.26401,0.91757,0.0003071,0.0003071,0.0003071
173,14561.4,0.61437,0.79078,0.36605,0.94893,0.99977,0.99749,0.995,0.91977,0.99977,0.99749,0.995,0.87719,0.45159,0.61394,0.26296,0.91697,0.0002972,0.0002972,0.0002972
174,14637.8,0.60149,0.7645,0.35802,0.95601,0.99929,0.99749,0.995,0.92394,0.99929,0.99749,0.995,0.87716,0.45425,0.61556,0.25989,0.91775,0.0002873,0.0002873,0.0002873
175,14714.5,0.59995,0.74954,0.35453,0.94623,0.99964,0.99749,0.995,0.92412,0.99964,0.99749,0.995,0.8798,0.45013,0.61463,0.25739,0.9176,0.0002774,0.0002774,0.0002774
176,14804.2,0.60317,0.77676,0.3582,0.94474,1,0.99997,0.995,0.91596,1,0.99997,0.995,0.87344,0.45048,0.61442,0.25761,0.91631,0.0002675,0.0002675,0.0002675
177,14992.4,0.6078,0.77263,0.36062,0.95353,0.99978,0.99749,0.995,0.92057,0.99978,0.99749,0.995,0.87843,0.4477,0.61167,0.25801,0.91498,0.0002576,0.0002576,0.0002576
178,15093.9,0.60425,0.7703,0.35947,0.95046,0.99965,0.99749,0.995,0.91746,0.99965,0.99749,0.995,0.87655,0.4497,0.60878,0.25988,0.91678,0.0002477,0.0002477,0.0002477
179,15188.3,0.60824,0.76431,0.35981,0.94847,1,0.99981,0.995,0.92085,1,0.99981,0.995,0.8763,0.44426,0.6124,0.25325,0.91418,0.0002378,0.0002378,0.0002378
180,15273.2,0.59072,0.76358,0.35179,0.94224,1,0.9998,0.995,0.92595,1,0.9998,0.995,0.8779,0.44305,0.61467,0.253,0.91275,0.0002279,0.0002279,0.0002279
181,15357.7,0.59911,0.77433,0.35518,0.94644,0.99727,1,0.995,0.92342,0.99727,1,0.995,0.87529,0.44535,0.61676,0.2563,0.91463,0.000218,0.000218,0.000218
182,15442.3,0.60959,0.76416,0.35855,0.9533,0.99695,1,0.995,0.92456,0.99695,1,0.995,0.87589,0.44912,0.61463,0.25873,0.91491,0.0002081,0.0002081,0.0002081
183,15528.5,0.60348,0.76603,0.35508,0.95159,1,0.9999,0.995,0.92325,1,0.9999,0.995,0.87831,0.44641,0.61294,0.26001,0.9153,0.0001982,0.0001982,0.0001982
184,15620.2,0.60074,0.75659,0.35347,0.95012,1,0.99992,0.995,0.92361,1,0.99992,0.995,0.87903,0.44912,0.61581,0.25687,0.91529,0.0001883,0.0001883,0.0001883
185,15713.5,0.60058,0.75524,0.354,0.95323,0.99986,1,0.995,0.92782,0.99986,1,0.995,0.87679,0.44734,0.61607,0.25723,0.91524,0.0001784,0.0001784,0.0001784
186,15815.9,0.59833,0.76145,0.35128,0.95024,0.9973,1,0.995,0.92304,0.9973,1,0.995,0.8766,0.44719,0.61306,0.2587,0.91457,0.0001685,0.0001685,0.0001685
187,15918.5,0.59129,0.76378,0.3546,0.95243,0.99984,1,0.995,0.92348,0.99984,1,0.995,0.87833,0.44638,0.61433,0.25607,0.91434,0.0001586,0.0001586,0.0001586
188,16006,0.58724,0.75875,0.34753,0.94758,0.99987,1,0.995,0.9248,0.99987,1,0.995,0.87907,0.44218,0.61424,0.25352,0.91271,0.0001487,0.0001487,0.0001487
189,16096.9,0.59732,0.75917,0.35046,0.94771,0.99983,1,0.995,0.92172,0.99983,1,0.995,0.87653,0.44381,0.61349,0.2552,0.91325,0.0001388,0.0001388,0.0001388
190,16190.1,0.59185,0.75696,0.34859,0.94589,0.99995,1,0.995,0.9244,0.99995,1,0.995,0.87604,0.44346,0.6106,0.25573,0.91248,0.0001289,0.0001289,0.0001289
191,16271.8,0.52782,0.61971,0.32218,0.95251,0.99959,0.99749,0.995,0.91849,0.99959,0.99749,0.995,0.87268,0.45302,0.61573,0.26596,0.91658,0.000119,0.000119,0.000119
192,16352.9,0.514,0.61065,0.30725,0.93792,1,0.99967,0.995,0.91728,1,0.99967,0.995,0.87192,0.45286,0.61542,0.26362,0.91612,0.0001091,0.0001091,0.0001091
193,16434.6,0.52129,0.6131,0.30837,0.9451,0.99723,1,0.995,0.9166,0.99723,1,0.995,0.87576,0.45068,0.61269,0.2606,0.91456,9.92e-05,9.92e-05,9.92e-05
194,16519.1,0.50842,0.60424,0.30472,0.93618,1,0.99949,0.995,0.91957,1,0.99949,0.995,0.87702,0.45009,0.61133,0.25894,0.91464,8.93e-05,8.93e-05,8.93e-05
195,16601.8,0.51341,0.60776,0.306,0.9478,0.99986,1,0.995,0.92067,0.99986,1,0.995,0.87886,0.44943,0.61215,0.26009,0.91484,7.94e-05,7.94e-05,7.94e-05
196,16697.2,0.51418,0.60891,0.30687,0.94326,0.99731,1,0.995,0.92222,0.99731,1,0.995,0.87757,0.44817,0.61192,0.25798,0.91337,6.95e-05,6.95e-05,6.95e-05
197,16798.1,0.50716,0.6011,0.30297,0.93532,1,0.99978,0.995,0.92212,1,0.99978,0.995,0.87897,0.44879,0.61299,0.25859,0.9132,5.96e-05,5.96e-05,5.96e-05
198,16898.2,0.50517,0.60109,0.29757,0.93547,1,0.99979,0.995,0.92316,1,0.99979,0.995,0.87953,0.44724,0.61112,0.25733,0.91334,4.97e-05,4.97e-05,4.97e-05
199,16997.9,0.51677,0.60821,0.30189,0.94003,1,0.9999,0.995,0.92264,1,0.9999,0.995,0.87901,0.44845,0.61205,0.25792,0.91348,3.98e-05,3.98e-05,3.98e-05
200,17095.1,0.50079,0.60982,0.29585,0.93815,1,0.99996,0.995,0.92442,1,0.99996,0.995,0.87883,0.44559,0.61068,0.25629,0.91231,2.99e-05,2.99e-05,2.99e-05
