epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,24907.2,0.55512,0.69729,0.31845,0.9306,1,0.9999,0.995,0.94161,1,0.9999,0.995,0.88299,0.41339,0.58152,0.22408,0.89402,0.00069131,0.00069131,0.00069131
133,24999,0.54666,0.70252,0.31624,0.92032,0.99976,0.99749,0.995,0.94049,0.99976,0.99749,0.995,0.88923,0.41724,0.58284,0.2258,0.89552,0.00068132,0.00068132,0.00068132
134,25089.6,0.54214,0.69507,0.31657,0.92118,1,0.99982,0.995,0.9394,0.9998,0.99749,0.995,0.88711,0.4167,0.57997,0.22754,0.8961,0.00067133,0.00067133,0.00067133
135,25176.2,0.53606,0.68944,0.30978,0.92618,0.99982,0.99749,0.995,0.94139,0.99982,0.99749,0.995,0.88424,0.41498,0.57859,0.22481,0.89477,0.00066134,0.00066134,0.00066134
136,25268.7,0.55466,0.71149,0.31863,0.9253,0.99975,0.99749,0.995,0.94019,0.99975,0.99749,0.995,0.88383,0.42123,0.5857,0.22456,0.89608,0.00065135,0.00065135,0.00065135
137,25359.8,0.54749,0.70977,0.31131,0.92459,0.99975,0.99749,0.995,0.94516,0.99975,0.99749,0.995,0.88881,0.40881,0.58186,0.22509,0.89274,0.00064136,0.00064136,0.00064136
138,25449.5,0.54511,0.69588,0.31702,0.92669,0.99978,0.99749,0.995,0.93853,0.99978,0.99749,0.995,0.88749,0.41152,0.58039,0.22516,0.89473,0.00063137,0.00063137,0.00063137
139,25528.3,0.54667,0.68656,0.31358,0.92361,0.99976,0.99749,0.995,0.93778,0.99976,0.99749,0.995,0.88573,0.4123,0.58018,0.22695,0.89464,0.00062138,0.00062138,0.00062138
140,25607.2,0.54871,0.70676,0.31616,0.92532,1,0.99978,0.995,0.93852,1,0.99978,0.995,0.88559,0.41311,0.57996,0.22448,0.89377,0.00061139,0.00061139,0.00061139
141,25687.5,0.53041,0.67643,0.30757,0.91842,1,0.99975,0.995,0.94102,1,0.99975,0.995,0.88566,0.40891,0.58103,0.2225,0.89307,0.0006014,0.0006014,0.0006014
142,25772.9,0.54291,0.70075,0.31272,0.92715,0.99971,0.99749,0.995,0.94336,0.99971,0.99749,0.995,0.88999,0.40851,0.57684,0.2218,0.89294,0.00059141,0.00059141,0.00059141
143,25853.5,0.53392,0.70179,0.31046,0.92356,0.99977,0.99749,0.995,0.94032,0.99977,0.99749,0.995,0.89066,0.40903,0.57895,0.22089,0.89258,0.00058142,0.00058142,0.00058142
144,25932.2,0.54573,0.70186,0.30995,0.92353,0.99998,1,0.995,0.94414,0.99998,1,0.995,0.89014,0.40835,0.57632,0.22283,0.893,0.00057143,0.00057143,0.00057143
145,26011.2,0.55085,0.70833,0.31677,0.93677,0.99978,1,0.995,0.94008,0.99978,1,0.995,0.8897,0.40719,0.57723,0.21984,0.89316,0.00056144,0.00056144,0.00056144
146,26090.4,0.54478,0.69759,0.30852,0.91825,1,0.99981,0.995,0.94039,1,0.99981,0.995,0.88911,0.41367,0.5795,0.22346,0.89522,0.00055145,0.00055145,0.00055145
147,26169,0.55194,0.70697,0.31726,0.92696,0.99986,1,0.995,0.94205,0.99986,1,0.995,0.88943,0.40842,0.57921,0.21995,0.89171,0.00054146,0.00054146,0.00054146
148,26248.1,0.54213,0.68358,0.30959,0.92374,0.99977,0.99749,0.995,0.94265,0.99977,0.99749,0.995,0.88756,0.40866,0.58013,0.22303,0.89375,0.00053147,0.00053147,0.00053147
149,26327.6,0.53125,0.67705,0.30507,0.92334,1,0.99982,0.995,0.94131,1,0.99982,0.995,0.88966,0.40911,0.57393,0.22123,0.89316,0.00052148,0.00052148,0.00052148
150,26405.8,0.53239,0.69595,0.30659,0.92462,0.99977,0.99749,0.995,0.93984,0.99977,0.99749,0.995,0.8897,0.41111,0.57854,0.22273,0.89425,0.00051149,0.00051149,0.00051149
151,26483.8,0.54045,0.70712,0.31059,0.92154,1,0.99979,0.995,0.9419,1,0.99979,0.995,0.88567,0.40425,0.57854,0.22243,0.89143,0.0005015,0.0005015,0.0005015
152,26563.3,0.53904,0.68024,0.30693,0.92132,1,0.99992,0.995,0.94173,1,0.99992,0.995,0.8897,0.41071,0.57867,0.22012,0.89361,0.00049151,0.00049151,0.00049151
153,26642,0.5479,0.69524,0.31415,0.92752,0.99981,1,0.995,0.94135,0.99981,1,0.995,0.8846,0.41125,0.5789,0.21836,0.894,0.00048152,0.00048152,0.00048152
154,26720.1,0.53052,0.69914,0.3048,0.92278,0.99976,1,0.995,0.94036,0.99976,1,0.995,0.8866,0.40671,0.57571,0.21705,0.89132,0.00047153,0.00047153,0.00047153
155,26799.3,0.53636,0.68789,0.3066,0.92572,0.99965,0.99749,0.995,0.93857,0.99965,0.99749,0.995,0.88463,0.41044,0.57559,0.22537,0.89358,0.00046154,0.00046154,0.00046154
156,26878.6,0.5396,0.68043,0.31263,0.92456,0.99973,0.99749,0.995,0.93837,0.99973,0.99749,0.995,0.8896,0.41323,0.57948,0.22313,0.89381,0.00045155,0.00045155,0.00045155
157,26957.4,0.53779,0.68677,0.30935,0.9261,1,0.99985,0.995,0.93846,1,0.99985,0.995,0.88721,0.41029,0.57828,0.22218,0.89292,0.00044156,0.00044156,0.00044156
158,27036,0.54256,0.6828,0.30843,0.92374,0.99968,0.99749,0.995,0.94043,0.99968,0.99749,0.995,0.88665,0.40756,0.57382,0.22111,0.89239,0.00043157,0.00043157,0.00043157
159,27114,0.52851,0.68106,0.30451,0.91723,1,0.99981,0.995,0.94571,1,0.99981,0.995,0.88709,0.41051,0.57454,0.22154,0.89119,0.00042158,0.00042158,0.00042158
160,27192.5,0.53775,0.68824,0.3059,0.92535,1,0.99979,0.995,0.94497,1,0.99979,0.995,0.88975,0.40896,0.5751,0.22005,0.89202,0.00041159,0.00041159,0.00041159
161,27270.8,0.52954,0.6866,0.30197,0.91879,0.99999,1,0.995,0.94589,0.99999,1,0.995,0.88671,0.40648,0.57547,0.21634,0.89225,0.0004016,0.0004016,0.0004016
162,27348.6,0.53221,0.70581,0.30076,0.91842,1,0.9998,0.995,0.94376,1,0.9998,0.995,0.88945,0.40944,0.57606,0.21986,0.89311,0.00039161,0.00039161,0.00039161
163,27426.4,0.53718,0.68744,0.3032,0.92363,1,0.99982,0.995,0.94067,1,0.99982,0.995,0.88815,0.4082,0.57553,0.22054,0.89152,0.00038162,0.00038162,0.00038162
164,27505.7,0.53803,0.70701,0.30709,0.9247,1,0.9999,0.995,0.94197,1,0.9999,0.995,0.88575,0.4087,0.5758,0.22014,0.89298,0.00037163,0.00037163,0.00037163
165,27583.6,0.53945,0.69583,0.30588,0.91847,1,0.99978,0.995,0.94566,0.99962,0.99749,0.995,0.88473,0.40342,0.57359,0.21679,0.89058,0.00036164,0.00036164,0.00036164
166,27662.5,0.52769,0.6989,0.30646,0.92433,0.99968,0.99749,0.995,0.94056,0.99968,0.99749,0.995,0.88627,0.40624,0.57699,0.2177,0.8921,0.00035165,0.00035165,0.00035165
167,27741.1,0.5296,0.68632,0.3021,0.91741,0.99989,1,0.995,0.94466,0.99989,1,0.995,0.88801,0.40442,0.57802,0.21611,0.89084,0.00034166,0.00034166,0.00034166
168,27819.7,0.54019,0.69989,0.30567,0.92616,0.9997,0.99749,0.995,0.94328,0.9997,0.99749,0.995,0.8919,0.40668,0.57682,0.21799,0.89221,0.00033167,0.00033167,0.00033167
169,27898.8,0.54158,0.69664,0.30595,0.91521,0.99986,1,0.995,0.9373,0.99986,1,0.995,0.88765,0.40847,0.58051,0.21818,0.89335,0.00032168,0.00032168,0.00032168
170,27977.5,0.53031,0.68403,0.3019,0.91617,0.99974,0.99749,0.995,0.94031,0.99974,0.99749,0.995,0.89019,0.40648,0.57543,0.21582,0.89237,0.00031169,0.00031169,0.00031169
171,28055.5,0.54073,0.69385,0.30663,0.91822,0.99976,0.99749,0.995,0.94338,0.99976,0.99749,0.995,0.89055,0.40512,0.5748,0.21613,0.89122,0.0003017,0.0003017,0.0003017
172,28135.3,0.53042,0.69441,0.29841,0.92233,0.9997,0.99749,0.995,0.93992,0.9997,0.99749,0.995,0.88712,0.40516,0.57379,0.21683,0.89104,0.00029171,0.00029171,0.00029171
173,28213.7,0.54408,0.70535,0.31102,0.92197,1,0.99976,0.995,0.9442,1,0.99976,0.995,0.88927,0.40341,0.57611,0.21605,0.88961,0.00028172,0.00028172,0.00028172
174,28292.3,0.52818,0.68638,0.30384,0.9272,0.99977,0.99749,0.995,0.94152,0.99977,0.99749,0.995,0.88797,0.40886,0.57872,0.21868,0.89218,0.00027173,0.00027173,0.00027173
175,28370.9,0.52522,0.67011,0.2987,0.91737,0.99976,0.99749,0.995,0.9421,0.99976,0.99749,0.995,0.88769,0.40591,0.57743,0.21765,0.89173,0.00026174,0.00026174,0.00026174
176,28449.4,0.52476,0.68952,0.30193,0.91481,0.9975,0.99983,0.995,0.94203,0.99967,0.99749,0.995,0.88756,0.4038,0.57577,0.21391,0.89043,0.00025175,0.00025175,0.00025175
177,28527.8,0.52978,0.68552,0.30414,0.92469,1,0.9998,0.995,0.94501,1,0.9998,0.995,0.88825,0.40101,0.57561,0.21421,0.8892,0.00024176,0.00024176,0.00024176
178,28606.6,0.53152,0.69461,0.30255,0.92108,0.99976,0.99749,0.995,0.94387,0.99976,0.99749,0.995,0.88795,0.40507,0.5749,0.21624,0.89096,0.00023177,0.00023177,0.00023177
179,28685.2,0.53424,0.68779,0.30365,0.91935,0.99972,0.99749,0.995,0.94129,0.99972,0.99749,0.995,0.88688,0.40402,0.5783,0.21488,0.89122,0.00022178,0.00022178,0.00022178
180,28763.8,0.52184,0.68347,0.30074,0.91529,0.99972,0.99749,0.995,0.94627,0.99972,0.99749,0.995,0.88932,0.40521,0.57673,0.21444,0.89095,0.00021179,0.00021179,0.00021179
181,28842.4,0.53148,0.69866,0.30193,0.91962,0.99956,0.99749,0.995,0.9461,0.99956,0.99749,0.995,0.88897,0.39979,0.5777,0.21168,0.88928,0.0002018,0.0002018,0.0002018
182,28920.4,0.53154,0.68503,0.30048,0.92193,0.99976,0.99749,0.995,0.94518,0.99976,0.99749,0.995,0.88931,0.40493,0.57572,0.21509,0.89032,0.00019181,0.00019181,0.00019181
183,28998.7,0.52404,0.68516,0.30136,0.92206,0.99972,0.99749,0.995,0.94476,0.99972,0.99749,0.995,0.8891,0.40267,0.57474,0.21411,0.8905,0.00018182,0.00018182,0.00018182
184,29077.8,0.53629,0.68231,0.30321,0.92486,0.9997,0.99749,0.995,0.94434,0.9997,0.99749,0.995,0.89027,0.40565,0.57656,0.21535,0.89192,0.00017183,0.00017183,0.00017183
185,29156.2,0.52362,0.67126,0.29924,0.92149,0.9997,0.99749,0.995,0.94561,0.9997,0.99749,0.995,0.88862,0.40228,0.57683,0.21462,0.88961,0.00016184,0.00016184,0.00016184
186,29234.6,0.52603,0.6843,0.29944,0.92201,0.99968,0.99749,0.995,0.94429,0.99968,0.99749,0.995,0.88732,0.40527,0.57578,0.21464,0.89139,0.00015185,0.00015185,0.00015185
187,29313.9,0.52134,0.6921,0.29954,0.92488,0.9997,0.99749,0.995,0.94526,0.9997,0.99749,0.995,0.89025,0.40195,0.57361,0.21419,0.88984,0.00014186,0.00014186,0.00014186
188,29393.4,0.51098,0.68323,0.29369,0.91825,0.99972,0.99749,0.995,0.94479,0.99972,0.99749,0.995,0.88869,0.40118,0.57604,0.2125,0.88959,0.00013187,0.00013187,0.00013187
189,29473.3,0.52444,0.685,0.29914,0.91979,0.99971,0.99749,0.995,0.94445,0.99971,0.99749,0.995,0.88916,0.40122,0.57474,0.21135,0.88886,0.00012188,0.00012188,0.00012188
190,29552.2,0.52181,0.68147,0.29671,0.91847,0.99972,0.99749,0.995,0.94404,0.99972,0.99749,0.995,0.88985,0.40257,0.57455,0.21183,0.88936,0.00011189,0.00011189,0.00011189
191,29626.2,0.46066,0.56162,0.2608,0.90968,0.99949,0.99749,0.995,0.93627,0.99949,0.99749,0.995,0.88092,0.40748,0.58475,0.22061,0.89319,0.0001019,0.0001019,0.0001019
192,29700.6,0.45124,0.55491,0.25568,0.89914,0.99956,0.99749,0.995,0.93708,0.99956,0.99749,0.995,0.88349,0.40778,0.5825,0.22108,0.89329,9.191e-05,9.191e-05,9.191e-05
193,29776.2,0.45002,0.55249,0.25629,0.90416,0.99956,0.99749,0.995,0.93542,0.99956,0.99749,0.995,0.88498,0.40742,0.58171,0.2183,0.89238,8.192e-05,8.192e-05,8.192e-05
194,29861.3,0.44497,0.5531,0.25049,0.90047,0.99945,0.99749,0.995,0.93772,0.99945,0.99749,0.995,0.889,0.40786,0.58006,0.21864,0.89309,7.193e-05,7.193e-05,7.193e-05
195,29938.5,0.44715,0.55153,0.25232,0.90536,0.99955,0.99749,0.995,0.9388,0.99955,0.99749,0.995,0.88516,0.40532,0.57889,0.21809,0.89158,6.194e-05,6.194e-05,6.194e-05
196,30013.4,0.44601,0.54966,0.2525,0.90373,0.99959,0.99749,0.995,0.94093,0.99959,0.99749,0.995,0.88659,0.40388,0.58052,0.21703,0.89078,5.195e-05,5.195e-05,5.195e-05
197,30087.2,0.44752,0.54876,0.24874,0.89703,0.99955,0.99749,0.995,0.94091,0.99955,0.99749,0.995,0.88787,0.40425,0.58081,0.21685,0.89061,4.196e-05,4.196e-05,4.196e-05
198,30161.6,0.44414,0.5471,0.2492,0.90012,0.99954,0.99749,0.995,0.93933,0.99954,0.99749,0.995,0.88471,0.40337,0.57941,0.21599,0.89022,3.197e-05,3.197e-05,3.197e-05
199,30236.8,0.44433,0.5541,0.24906,0.90088,0.99955,0.99749,0.995,0.93974,0.99955,0.99749,0.995,0.8849,0.40327,0.57962,0.21734,0.89064,2.198e-05,2.198e-05,2.198e-05
200,30311.1,0.43733,0.55163,0.24519,0.89981,0.99959,0.99749,0.995,0.94086,0.99959,0.99749,0.995,0.88778,0.40222,0.579,0.21632,0.89018,1.199e-05,1.199e-05,1.199e-05
